order_id;customers;city;state;order_date;total_units;revenue;product_name;category_name;store_name;sales_rep;brand_name
420;Petronila Norris;South El Monte;CA;2016-09-05;2;1059.98;Electra Moto 1 - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
420;Petronila Norris;South El Monte;CA;2016-09-05;2;858.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Pure Cycles
420;Petronila Norris;South El Monte;CA;2016-09-05;2;1999.98;Surly Wednesday Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Surly
421;Le Deleon;Banning;CA;2016-09-05;2;599.98;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
421;Le Deleon;Banning;CA;2016-09-05;2;1199.98;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
421;Le Deleon;Banning;CA;2016-09-05;2;939.98;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Surly
421;Le Deleon;Banning;CA;2016-09-05;2;1999.98;Surly Wednesday Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Surly
421;Le Deleon;Banning;CA;2016-09-05;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Trek
422;Suellen Mercado;Sunnyside;NY;2016-09-06;2;1199.98;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
423;Dewayne Herring;Webster;NY;2016-09-06;2;599.98;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
423;Dewayne Herring;Webster;NY;2016-09-06;1;429.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
423;Dewayne Herring;Webster;NY;2016-09-06;1;749.99;Ritchey Timberwolf Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Ritchey
423;Dewayne Herring;Webster;NY;2016-09-06;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
424;Tommie Melton;Sacramento;CA;2016-09-08;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
424;Tommie Melton;Sacramento;CA;2016-09-08;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Surly
425;Tessie Farmer;Plattsburgh;NY;2016-09-08;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
425;Tessie Farmer;Plattsburgh;NY;2016-09-08;1;449.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
425;Tessie Farmer;Plattsburgh;NY;2016-09-08;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
426;Tonja Henderson;Scarsdale;NY;2016-09-08;2;599.98;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
426;Tonja Henderson;Scarsdale;NY;2016-09-08;1;1549.00;Surly Straggler - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
427;Douglass Little;Duarte;CA;2016-09-09;2;1059.98;Electra Moto 1 - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
427;Douglass Little;Duarte;CA;2016-09-09;2;1099.98;Electra Townie Original 21D - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
427;Douglass Little;Duarte;CA;2016-09-09;2;1199.98;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
428;Bee Baker;Liverpool;NY;2016-09-09;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
428;Bee Baker;Liverpool;NY;2016-09-09;2;2641.98;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Heller
429;Laraine Robbins;San Angelo;TX;2016-09-10;2;2641.98;Heller Shagamaw Frame - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Heller
429;Laraine Robbins;San Angelo;TX;2016-09-10;1;749.99;Ritchey Timberwolf Frameset - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Ritchey
429;Laraine Robbins;San Angelo;TX;2016-09-10;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Surly
429;Laraine Robbins;San Angelo;TX;2016-09-10;1;1680.99;Surly Straggler 650b - 2016;Cyclocross Bicycles;Rowlett Bikes;Kali Vargas;Surly
429;Laraine Robbins;San Angelo;TX;2016-09-10;2;5799.98;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Trek
430;Deja Chaney;Jamaica;NY;2016-09-11;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
430;Deja Chaney;Jamaica;NY;2016-09-11;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
430;Deja Chaney;Jamaica;NY;2016-09-11;1;1680.99;Surly Straggler 650b - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
430;Deja Chaney;Jamaica;NY;2016-09-11;2;5799.98;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
430;Deja Chaney;Jamaica;NY;2016-09-11;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
431;Carlie Terrell;Yonkers;NY;2016-09-11;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
431;Carlie Terrell;Yonkers;NY;2016-09-11;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
431;Carlie Terrell;Yonkers;NY;2016-09-11;1;449.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
431;Carlie Terrell;Yonkers;NY;2016-09-11;1;449.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
431;Carlie Terrell;Yonkers;NY;2016-09-11;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
432;Karla Kirk;Palos Verdes Peninsula;CA;2016-09-12;2;3098.00;Surly Straggler - 2016;Cyclocross Bicycles;Santa Cruz Bikes;Mireya Copeland;Surly
432;Karla Kirk;Palos Verdes Peninsula;CA;2016-09-12;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Santa Cruz Bikes;Mireya Copeland;Trek
433;Jerri Guthrie;Carmel;NY;2016-09-12;1;549.99;Electra Townie Original 21D - 2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
433;Jerri Guthrie;Carmel;NY;2016-09-12;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
433;Jerri Guthrie;Carmel;NY;2016-09-12;1;1549.00;Surly Straggler - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
433;Jerri Guthrie;Carmel;NY;2016-09-12;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
434;Rochell Cantrell;Port Jefferson Station;NY;2016-09-13;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
434;Rochell Cantrell;Port Jefferson Station;NY;2016-09-13;1;599.99;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
434;Rochell Cantrell;Port Jefferson Station;NY;2016-09-13;2;898.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
434;Rochell Cantrell;Port Jefferson Station;NY;2016-09-13;2;3361.98;Surly Straggler 650b - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
434;Rochell Cantrell;Port Jefferson Station;NY;2016-09-13;1;2999.99;Trek Conduit+ - 2016;Electric Bikes;Baldwin Bikes;Marcelene Boyer;Trek
435;Keri Bridges;Richardson;TX;2016-09-14;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Rowlett Bikes;Layla Terrell;Electra
435;Keri Bridges;Richardson;TX;2016-09-14;1;449.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Rowlett Bikes;Layla Terrell;Pure Cycles
435;Keri Bridges;Richardson;TX;2016-09-14;1;2999.99;Trek Conduit+ - 2016;Electric Bikes;Rowlett Bikes;Layla Terrell;Trek
436;Yun Nelson;Ballston Spa;NY;2016-09-16;1;299.99;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
436;Yun Nelson;Ballston Spa;NY;2016-09-16;1;999.99;Surly Wednesday Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Surly
437;Adam Thornton;Central Islip;NY;2016-09-16;1;1549.00;Surly Straggler - 2016;Cyclocross Bicycles;Baldwin Bikes;Venita Daniel;Surly
437;Adam Thornton;Central Islip;NY;2016-09-16;1;999.99;Surly Wednesday Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Surly
437;Adam Thornton;Central Islip;NY;2016-09-16;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
438;Javier Nichols;Rowlett;TX;2016-09-16;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Rowlett Bikes;Kali Vargas;Electra
438;Javier Nichols;Rowlett;TX;2016-09-16;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Rowlett Bikes;Kali Vargas;Electra
438;Javier Nichols;Rowlett;TX;2016-09-16;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Trek
438;Javier Nichols;Rowlett;TX;2016-09-16;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Trek
439;Meredith Bryan;Spring Valley;NY;2016-09-17;2;939.98;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
439;Meredith Bryan;Spring Valley;NY;2016-09-17;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
440;Hilda Harvey;Ballston Spa;NY;2016-09-17;2;898.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
440;Hilda Harvey;Ballston Spa;NY;2016-09-17;2;5799.98;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
441;Morton Barron;Bakersfield;CA;2016-09-18;1;529.99;Electra Moto 1 - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
441;Morton Barron;Bakersfield;CA;2016-09-18;1;549.99;Electra Townie Original 21D - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
442;Etsuko Garrison;Richmond Hill;NY;2016-09-18;2;1199.98;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
442;Etsuko Garrison;Richmond Hill;NY;2016-09-18;2;1199.98;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
442;Etsuko Garrison;Richmond Hill;NY;2016-09-18;2;939.98;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Surly
443;Pandora Estes;New Hyde Park;NY;2016-09-18;1;599.99;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
443;Pandora Estes;New Hyde Park;NY;2016-09-18;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Heller
444;Jamaal Albert;Torrance;CA;2016-09-19;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
444;Jamaal Albert;Torrance;CA;2016-09-19;2;1059.98;Electra Moto 1 - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
444;Jamaal Albert;Torrance;CA;2016-09-19;1;599.99;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
444;Jamaal Albert;Torrance;CA;2016-09-19;2;1199.98;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
444;Jamaal Albert;Torrance;CA;2016-09-19;2;3098.00;Surly Straggler - 2016;Cyclocross Bicycles;Santa Cruz Bikes;Mireya Copeland;Surly
445;Olevia Noel;Kingston;NY;2016-09-19;1;299.99;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
445;Olevia Noel;Kingston;NY;2016-09-19;1;599.99;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
445;Olevia Noel;Kingston;NY;2016-09-19;1;3999.99;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
446;Bart Hess;Kingston;NY;2016-09-19;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
446;Bart Hess;Kingston;NY;2016-09-19;2;1199.98;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
447;Vallie Dixon;Rowlett;TX;2016-09-20;1;999.99;Surly Wednesday Frameset - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Surly
447;Vallie Dixon;Rowlett;TX;2016-09-20;2;5799.98;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Trek
447;Vallie Dixon;Rowlett;TX;2016-09-20;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Trek
448;Nichelle Howell;Scarsdale;NY;2016-09-21;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
448;Nichelle Howell;Scarsdale;NY;2016-09-21;2;939.98;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
449;Justa Thompson;Corona;NY;2016-09-21;2;1199.98;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
449;Justa Thompson;Corona;NY;2016-09-21;2;858.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
449;Justa Thompson;Corona;NY;2016-09-21;1;749.99;Ritchey Timberwolf Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Ritchey
449;Justa Thompson;Corona;NY;2016-09-21;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
450;Laurence Christian;Jamaica;NY;2016-09-21;1;549.99;Electra Townie Original 21D - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
450;Laurence Christian;Jamaica;NY;2016-09-21;1;549.99;Electra Townie Original 21D - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
450;Laurence Christian;Jamaica;NY;2016-09-21;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Heller
451;Charlsie Carson;Saint Albans;NY;2016-09-21;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
452;Trinidad Mcclain;Baldwin;NY;2016-09-22;1;599.99;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
452;Trinidad Mcclain;Baldwin;NY;2016-09-22;1;1680.99;Surly Straggler 650b - 2016;Cyclocross Bicycles;Baldwin Bikes;Venita Daniel;Surly
452;Trinidad Mcclain;Baldwin;NY;2016-09-22;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
452;Trinidad Mcclain;Baldwin;NY;2016-09-22;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
453;Shanna Bonner;Canandaigua;NY;2016-09-22;1;299.99;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
453;Shanna Bonner;Canandaigua;NY;2016-09-22;2;1199.98;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
453;Shanna Bonner;Canandaigua;NY;2016-09-22;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
454;Vanda Holmes;Syosset;NY;2016-09-23;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
454;Vanda Holmes;Syosset;NY;2016-09-23;2;1099.98;Electra Townie Original 21D - 2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
454;Vanda Holmes;Syosset;NY;2016-09-23;2;999.98;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
455;Hildegarde Christensen;Maspeth;NY;2016-09-23;1;2999.99;Trek Conduit+ - 2016;Electric Bikes;Baldwin Bikes;Venita Daniel;Trek
456;Alanna Barry;Euless;TX;2016-09-23;1;299.99;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Rowlett Bikes;Layla Terrell;Electra
456;Alanna Barry;Euless;TX;2016-09-23;2;858.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Rowlett Bikes;Layla Terrell;Pure Cycles
457;Kami Rios;Encino;CA;2016-09-24;2;1099.98;Electra Townie Original 21D - 2016;Comfort Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
457;Kami Rios;Encino;CA;2016-09-24;1;429.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Pure Cycles
457;Kami Rios;Encino;CA;2016-09-24;1;749.99;Ritchey Timberwolf Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Ritchey
457;Kami Rios;Encino;CA;2016-09-24;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Trek
458;Andy O'neill;Rego Park;NY;2016-09-25;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
458;Andy O'neill;Rego Park;NY;2016-09-25;1;549.99;Electra Townie Original 21D - 2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
458;Andy O'neill;Rego Park;NY;2016-09-25;1;749.99;Ritchey Timberwolf Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Ritchey
458;Andy O'neill;Rego Park;NY;2016-09-25;1;1680.99;Surly Straggler 650b - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
458;Andy O'neill;Rego Park;NY;2016-09-25;2;1999.98;Surly Wednesday Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
459;Mila Good;Plattsburgh;NY;2016-09-25;1;1680.99;Surly Straggler 650b - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
460;Ladawn Downs;Houston;TX;2016-09-25;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Rowlett Bikes;Kali Vargas;Electra
460;Ladawn Downs;Houston;TX;2016-09-25;2;898.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Rowlett Bikes;Kali Vargas;Pure Cycles
460;Ladawn Downs;Houston;TX;2016-09-25;1;449.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Rowlett Bikes;Kali Vargas;Pure Cycles
460;Ladawn Downs;Houston;TX;2016-09-25;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Trek
461;Brittney Rojas;Kingston;NY;2016-09-26;1;549.99;Electra Townie Original 21D - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
461;Brittney Rojas;Kingston;NY;2016-09-26;1;599.99;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
461;Brittney Rojas;Kingston;NY;2016-09-26;2;898.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
461;Brittney Rojas;Kingston;NY;2016-09-26;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
461;Brittney Rojas;Kingston;NY;2016-09-26;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
462;Lezlie Thompson;Freeport;NY;2016-09-27;2;1099.98;Electra Townie Original 21D - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
463;Brent Calderon;Corpus Christi;TX;2016-09-27;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Rowlett Bikes;Kali Vargas;Electra
464;Georgeann Waller;North Tonawanda;NY;2016-09-28;1;3999.99;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
465;Cheryll Snyder;Brooklyn;NY;2016-09-28;2;999.98;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
465;Cheryll Snyder;Brooklyn;NY;2016-09-28;2;939.98;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
466;Ernest Rollins;Oakland Gardens;NY;2016-09-28;1;529.99;Electra Moto 1 - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
466;Ernest Rollins;Oakland Gardens;NY;2016-09-28;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Heller
466;Ernest Rollins;Oakland Gardens;NY;2016-09-28;2;898.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
466;Ernest Rollins;Oakland Gardens;NY;2016-09-28;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Surly
466;Ernest Rollins;Oakland Gardens;NY;2016-09-28;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
467;Marry Benjamin;Forney;TX;2016-09-28;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Rowlett Bikes;Kali Vargas;Electra
467;Marry Benjamin;Forney;TX;2016-09-28;2;858.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Rowlett Bikes;Kali Vargas;Pure Cycles
467;Marry Benjamin;Forney;TX;2016-09-28;1;449.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Rowlett Bikes;Kali Vargas;Pure Cycles
467;Marry Benjamin;Forney;TX;2016-09-28;1;1549.00;Surly Straggler - 2016;Cyclocross Bicycles;Rowlett Bikes;Kali Vargas;Surly
467;Marry Benjamin;Forney;TX;2016-09-28;1;1680.99;Surly Straggler 650b - 2016;Cyclocross Bicycles;Rowlett Bikes;Kali Vargas;Surly
468;Adelaida Hancock;San Pablo;CA;2016-09-29;1;499.99;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
468;Adelaida Hancock;San Pablo;CA;2016-09-29;1;449.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Pure Cycles
468;Adelaida Hancock;San Pablo;CA;2016-09-29;2;3098.00;Surly Straggler - 2016;Cyclocross Bicycles;Santa Cruz Bikes;Genna Serrano;Surly
468;Adelaida Hancock;San Pablo;CA;2016-09-29;2;5999.98;Trek Conduit+ - 2016;Electric Bikes;Santa Cruz Bikes;Genna Serrano;Trek
469;Chere Mcfadden;Orchard Park;NY;2016-09-29;2;1059.98;Electra Moto 1 - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
469;Chere Mcfadden;Orchard Park;NY;2016-09-29;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
469;Chere Mcfadden;Orchard Park;NY;2016-09-29;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
470;Derrick Marks;Glendora;CA;2016-09-30;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
470;Derrick Marks;Glendora;CA;2016-09-30;1;449.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Pure Cycles
470;Derrick Marks;Glendora;CA;2016-09-30;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Trek
471;Alane Mccarty;San Diego;CA;2016-09-30;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
471;Alane Mccarty;San Diego;CA;2016-09-30;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
472;Jeanett Herman;Lindenhurst;NY;2016-09-30;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
472;Jeanett Herman;Lindenhurst;NY;2016-09-30;1;529.99;Electra Moto 1 - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
473;Elmo Arnold;Long Beach;NY;2016-09-30;1;599.99;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
474;Rory Cooper;Rocklin;CA;2016-10-01;2;898.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Pure Cycles
